rhakhis_wfo,taxonid,family,genus,specificepithet,infraspecificepithet,scientfiicname,scientfiicnameauthorship,taxonrank,taxonomicstatus,acceptednameusageid,parentnameusageid,originalnameusageid,namepublishedin,nomenclaturalstatus,taxonremarks,scientificnameid,references,rhakhis_parent,rhakhis_accepted,rhakhis_pk,rhakhis_skip,rhakhis_rank,rhakhis_status,rhakhis_basionym,Subgenus,subfamily
wfo-1000002228,2702545,Fabaceae,Casparia,versicolor,,Casparia versicolor,(Bertol.) Britton & Rose,Species,Synonym,2671531.0,,2672183.0,"N.L.Britton & al. (eds.), N. Amer. Fl. 23(2): 215 (1930)",,,ipni:48168-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:48168-2,,wfo-0000183531,4818,,,,,,Cercidoideae
wfo-0000163947,2671808,Fabaceae,Bauhinia,macranthera,,Bauhinia macranthera,Benth. ex Hemsl.,Species,Accepted,2671808.0,2671275.0,,"Biol. Cent.-Amer., Bot. 1: 338 (1880)",,E. Mexico,ipni:30109-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30109-2,wfo-4000004242,,4838,,,,,,Cercidoideae
wfo-0000163917,2671476,Fabaceae,Bauhinia,conwayi,,Bauhinia conwayi,Rusby,Species,Accepted,2671476.0,2671275.0,,Bull. New York Bot. Gard. 8: 92 (1912),,W. Bolivia to N. Brazil,ipni:30023-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30023-2,wfo-4000004242,,4840,,,,,,Cercidoideae
wfo-0000166244,2672013,Fabaceae,Bauhinia,retifolia,,Bauhinia retifolia,Standl.,Species,Accepted,2672013.0,2671275.0,,Contr. U.S. Natl. Herb. 23: 416 (1922),,NE. Mexico,ipni:30157-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30157-2,wfo-4000004242,,5011,,,,,,Cercidoideae
wfo-0000469512,2538543,Fabaceae,Pauletia,curvula,,Pauletia curvula,(Benth.) A.Schmitz,Species,Synonym,2671504.0,,2671504.0,Bull. Jard. Bot. Natl. Belg. 43: 389 (1973),,,ipni:512797-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:512797-1,,wfo-0000173899,5031,,,,,,Cercidoideae
wfo-0000469498,2538509,Fabaceae,Pauletia,nitida,,Pauletia nitida,(Benth.) A.Schmitz,Species,Synonym,2671539.0,,2671883.0,Bull. Jard. Bot. Natl. Belg. 43: 395 (1973),,,ipni:512829-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:512829-1,,wfo-0001054395,5141,,,,,,Cercidoideae
wfo-0000166234,2671564,Fabaceae,Bauhinia,eucosma,,Bauhinia eucosma,S.F.Blake,Species,Accepted,2671564.0,2671275.0,,J. Washington Acad. Sci. 14: 186 (1924),,Panama,ipni:30050-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30050-2,wfo-4000004242,,5238,,,,,,Cercidoideae
wfo-0000469506,2538528,Fabaceae,Pauletia,dubia,,Pauletia dubia,(G.Don) A.Schmitz,Species,Synonym,2671539.0,,2671539.0,Bull. Jard. Bot. Natl. Belg. 43: 394 (1973),,,ipni:512801-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:512801-1,,wfo-0001054395,5240,,,,,,Cercidoideae
wfo-0000195850,2671466,Fabaceae,Bauhinia,commersonii,,Bauhinia commersonii,Decne. ex Scott Elliot,Species,Synonym,3242750.0,,,"J. Linn. Soc., Bot. 29: 14 (1891)",,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2671466-4,,wfo-0000195851,5305,,,,,,Cercidoideae
wfo-0000199596,2671983,Fabaceae,Bauhinia,pubescens,,Bauhinia pubescens,DC.,Species,Synonym,2672149.0,,,Mém. Légum.: 483 (1827),,,ipni:481596-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481596-1,,wfo-0000213258,5468,,,,,,Cercidoideae
wfo-0001049554,2671828,Fabaceae,Bauhinia,malacotrichoides,,Bauhinia malacotrichoides,R.S.Cowan,Species,Accepted,2671828.0,2671275.0,,Los Angeles County Mus. Contr. Sci. 13: 8 (1957),,Brazil (Goiás),ipni:30116-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30116-2,wfo-4000004242,,5516,,,,,,Cercidoideae
wfo-0000414810,2444905,Fabaceae,Telestria,purpurea,,Telestria purpurea,(L.) Raf.,Species,Synonym,2671991.0,,2671991.0,Sylva Tellur.: 122 (1838),,,ipni:520204-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:520204-1,,wfo-0000213155,5665,,,,,,Cercidoideae
wfo-0000469459,2538431,Fabaceae,Perlebia,pottsii,,Perlebia pottsii,(G.Don) A.Schmitz,Species,Synonym,2671971.0,,2671971.0,Bull. Jard. Bot. Natl. Belg. 43: 383 (1973),,,ipni:513091-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:513091-1,,wfo-0000199557,5681,,,,,,Cercidoideae
wfo-0000166270,2672044,Fabaceae,Bauhinia,runyonii,,Bauhinia runyonii,(Britton & Rose) Standl.,Species,Synonym,3242753.0,,2702538.0,Trop. Woods 34: 41 (1933),,,ipni:30163-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30163-2,,wfo-0001282684,5793,,,,,,Cercidoideae
wfo-0000179904,3242747,Fabaceae,Bauhinia,coulteri,coulteri,Bauhinia coulteri var. coulteri,,Variety,Accepted,3242747.0,2671487.0,,Unknown,,SE. Mexico (to Hidalgo),ipni:77223439-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77223439-1,wfo-0000163920,,5799,,,,,,Cercidoideae
wfo-0001054399,2671712,Fabaceae,Bauhinia,inermis,,Bauhinia inermis,Forssk.,Species,Synonym,2672149.0,,,Fl. Aegypt.-Arab.: 85 (1775),,,ipni:481401-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481401-1,,wfo-0000213258,5805,,,,,,Cercidoideae
wfo-0001428890,2671529,Fabaceae,Bauhinia,diptera,,Bauhinia diptera,Blume ex Miq.,Species,Accepted,2671529.0,2671275.0,,"Nieuwe Verh. Eerste Kl. Kon. Ned. Inst. Wetensch. Amsterdam, ser. 3, 3: 12 (1850)",,Borneo,ipni:481263-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481263-1,wfo-4000004242,,5923,,,,,,Cercidoideae
wfo-0000211749,2671875,Fabaceae,Bauhinia,mossamedensis,,Bauhinia mossamedensis,(Torre & Hillc.) G.Cusset,Species,Synonym,2621812.0,,2621810.0,"Adansonia, n.s., 6: 279 (1966)",,,ipni:481517-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481517-1,,wfo-0000211728,5934,,,,,,Cercidoideae
wfo-0001056970,2702507,Fabaceae,Casparia,acuminata,,Casparia acuminata,(L.) Heynh.,Species,Synonym,2671283.0,,2671283.0,Alph. Aufz. Gew.: 123 (1846),,,ipni:483995-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:483995-1,,wfo-0000212858,5943,,,,,,Cercidoideae
wfo-0000183874,2672067,Fabaceae,Bauhinia,schultzei,,Bauhinia schultzei,Harms,Species,Synonym,3242744.0,,,Repert. Spec. Nov. Regni Veg. 24: 210 (1928),,,ipni:30169-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30169-2,,wfo-0000179407,5958,,,,,,Cercidoideae
wfo-0000188201,2671617,Fabaceae,Bauhinia,gilesii,,Bauhinia gilesii,F.Muell. & F.M.Bailey,Species,Accepted,2671617.0,2671275.0,,S. Sci. Rec. 2: 151 (1882),,N. Western Australia,ipni:481329-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481329-1,wfo-4000004242,,6045,,,,,,Cercidoideae
wfo-1000002214,2702523,Fabaceae,Casparia,lunaria,,Casparia lunaria,(Cav.) Kunth ex Britton & Rose,Species,Synonym,2672123.0,,2671804.0,"N.L.Britton & al. (eds.), N. Amer. Fl. 23(2): 213 (1930)",,,ipni:1013364-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1013364-2,,wfo-0000163973,6158,,,,,,Cercidoideae
wfo-0000469448,2538397,Fabaceae,Perlebia,blakeana,,Perlebia × blakeana,(Dunn) A.Schmitz,Species,Synonym,2671375.0,,2671375.0,Bull. Jard. Bot. Natl. Belg. 43: 387 (1973),,,ipni:513081-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:513081-1,,wfo-0000175452,6210,,,,,,Cercidoideae
wfo-0000168224,2833548,Fabaceae,Griffonia,tessmannii,,Griffonia tessmannii,(De Wild.) Compère,Species,Accepted,2833548.0,2833544.0,2668475.0,Bull. Jard. Bot. État Bruxelles 32: 203 (1962),,WC. Trop. Africa,ipni:497084-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:497084-1,wfo-4000016225,,6224,,,,,,Cercidoideae
wfo-0000193298,3016714,Fabaceae,Bauhinia,variegata,candida,Bauhinia variegata var. candida,Voigt,Variety,Accepted,3016714.0,2672176.0,,Hort. Suburb. Calcutt.: 253 (1845),,Indian Subcontinent to China (W. Yunnan),ipni:60474965-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60474965-2,wfo-0000213330,,6299,,,,,,Cercidoideae
wfo-0001049550,2671728,Fabaceae,Bauhinia,jermyana,,Bauhinia jermyana,(Britton) Lundell,Species,Synonym,2671805.0,,2702520.0,Phytologia 1: 214 (1937),,,ipni:30090-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30090-2,,wfo-0001049553,6305,,,,,,Cercidoideae
wfo-0000469316,2537952,Fabaceae,Phanera,rosea,,Phanera rosea,Rich. ex Teijsm. & Binn.,Species,Invalid,2671991.0,,,Cat. Hort. Bot. Bogor.: 268 (1866),", nom. nud.",,ipni:513578-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:513578-1,,wfo-0000213155,6364,,,,,,Cercidoideae
wfo-0001404442,2711444,Fabaceae,Cercis,siliquastrum,yaltirikii,Cercis siliquastrum nothosubsp. yaltirikii,(Ponert) Govaerts,nothosubsp.,Accepted,2711444.0,2711441.0,2711447.0,World Checkl. Seed Pl. 3(1): 13 (1999),,Türkiye,ipni:1009735-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1009735-1,wfo-0000213642,,6366,,,,,,Cercidoideae
wfo-0000561667,2672148,Fabaceae,Bauhinia,timorensis,,Bauhinia timorensis,Decne.,Species,Synonym,2672000.0,,,Nouv. Ann. Mus. Hist. Nat. 3: 466 (1834),,,ipni:481728-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481728-1,,wfo-0000213166,6482,,,,,,Cercidoideae
wfo-0001380160,2711410,Fabaceae,Cercis,canadensis,plena,Cercis canadensis var. plena,Sudw.,Variety,Synonym,3256014.0,,,Bull. Div. Forest. U.S.D.A. 14: 253 (1897),,,ipni:52651-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:52651-2,,wfo-0001445118,6660,,,,,,Cercidoideae
wfo-0000183877,2672163,Fabaceae,Bauhinia,ungula,,Bauhinia ungula,Willd. ex Steud.,Species,Invalid,3242744.0,,,"Nomencl. Bot., ed. 2, 1: 192 (1840)",", pro syn.",,ipni:481744-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481744-1,,wfo-0000179407,6665,,,,,,Cercidoideae
wfo-0000211717,2671923,Fabaceae,Bauhinia,pechuelii,,Bauhinia pechuelii,Kuntze,Species,Synonym,2621811.0,,,Jahrb. Königl. Bot. Gart. Berlin 4: 263 (1886),,,ipni:481551-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481551-1,,wfo-0000211696,6726,,,,,,Cercidoideae
wfo-0000199571,2672179,Fabaceae,Bauhinia,velutina,,Bauhinia velutina,(Benth.) Wall. ex Baker,Species,Synonym,2671976.0,,2537903.0,"J.D.Hooker, Fl. Brit. India 2: 280 (1878)",,,ipni:60457767-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60457767-2,,wfo-0000199570,6768,,,,,,Cercidoideae
wfo-1000064389,3312963,Fabaceae,Cheniella,tianlinensis,,Cheniella tianlinensis,"(T.C.Chen & D.X.Zhang) S.R.Gu, T.Y.Tu & D.X.Zhang",Species,Accepted,3312963.0,3014675.0,2672145.0,Taxon 73: 497 (2024),,China (Guangxi),ipni:77340317-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77340317-1,wfo-4001303167,,6791,,,,,,Cercidoideae
wfo-0000213124,2672082,Fabaceae,Bauhinia,serpae,,Bauhinia serpae,Ficalho & Hiern,Species,Synonym,2671807.0,,,"Trans. Linn. Soc. London, Bot. 2: 20 (1881)",,,ipni:481674-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481674-1,,wfo-0000213116,6809,,,,,,Cercidoideae
wfo-0000176279,2591753,Fabaceae,Schnella,caudigera,,Schnella caudigera,(S.F.Blake) Pittier,Species,Synonym,2671938.0,,2671435.0,Supl. Pl. Usual. Venez.: 37 (1939),,,ipni:518000-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:518000-1,,wfo-0000173930,6813,,,,,,Cercidoideae
wfo-0000176291,2671437,Fabaceae,Bauhinia,cavanillei,,Bauhinia cavanillei,Millsp.,Species,Synonym,3242754.0,,,"Publ. Field Columb. Mus., Bot. Ser. 1: 364 (1898)",,,ipni:30016-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30016-2,,wfo-0001445020,6818,,,,,,Cercidoideae
wfo-0001281231,2915055,Fabaceae,Bauhinia,tuichiensis,,Bauhinia tuichiensis,Cayola & A.Fuentes,Species,Accepted,2915055.0,2671275.0,,Novon 22: 148 (2012),,Bolivia (La Paz),ipni:60459402-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60459402-2,wfo-4000004242,,6860,,,,,,Cercidoideae
wfo-0000213067,2671935,Fabaceae,Bauhinia,petersiana,,Bauhinia petersiana,Bolle,Species,Accepted,2671935.0,2671275.0,,"W.C.H.Peters, Naturw. Reise Mossambique 6(Bot., 1): 24 (1861)",,Tanzania to Caprivi Strip,ipni:481562-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481562-1,wfo-4000004242,,6882,,,,,,Cercidoideae
wfo-0000196986,2671683,Fabaceae,Bauhinia,hirsuta,,Bauhinia hirsuta,Weinm.,Species,Accepted,2671683.0,2671275.0,,Syll. Ratisb. 2: 9 (1828),,China (Yunnan) to W. Malesia,ipni:481376-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481376-1,wfo-4000004242,,6975,,,,,,Cercidoideae
wfo-0001364635,2537830,Fabaceae,Phanera,glauca,tenuiflora,Phanera glauca subsp. tenuiflora,(G.Watt ex C.B.Clarke) A.Schmitz,Subspecies,Synonym,3014591.0,,2672138.0,Bull. Soc. Roy. Bot. Belgique 110: 14 (1977),,,ipni:885706-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:885706-1,,wfo-0001421741,6982,,,,,,Cercidoideae
wfo-0000195848,2671990,Fabaceae,Bauhinia,punctiflora,,Bauhinia punctiflora,Baker,Species,Synonym,2671869.0,,,"J. Linn. Soc., Bot. 25: 314 (1890)",,,ipni:481602-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481602-1,,wfo-0000213034,6988,,,,,,Cercidoideae
wfo-0000596658,2711431,Fabaceae,Cercis,nephrophylla,,Cercis nephrophylla,Greene,Species,Synonym,2711433.0,,,Repert. Spec. Nov. Regni Veg. 11: 111 (1912),,,ipni:52661-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:52661-2,,wfo-0000174036,7109,,,,,,Cercidoideae
wfo-0000414811,2444906,Fabaceae,Telestria,racemosa,,Telestria racemosa,(Lam.) Raf.,Species,Synonym,2672000.0,,2672000.0,Sylva Tellur.: 122 (1838),,,ipni:520205-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:520205-1,,wfo-0000213166,7179,,,,,,Cercidoideae
wfo-0000168194,2668472,Fabaceae,Bandeiraea,simplicifolia,,Bandeiraea simplicifolia,(Vahl ex DC.) Benth.,Species,Synonym,2833546.0,,2591693.0,Trans. Linn. Soc. London 25: 306 (1865),,,ipni:480815-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:480815-1,,wfo-0000168183,7192,,,,,,Cercidoideae
wfo-0001380159,2711405,Fabaceae,Cercis,canadensis,alba,Cercis canadensis var. alba,(Rehder) Bean,Variety,Synonym,3256014.0,,2711404.0,Trees & Shrubs Brit. Isles 1: 334 (1914),,,ipni:52647-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:52647-2,,wfo-0001445118,7331,,,,,,Cercidoideae
wfo-0001445014,3005900,Fabaceae,Bandeiraea,tenuiflora,velutina,Bandeiraea tenuiflora var. velutina,De Wild.,Variety,Synonym,2833547.0,,,Bull. Jard. Bot. État Bruxelles 4: 136 (1914),,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3005900-4,,wfo-0000168203,7363,,,,,,Cercidoideae
wfo-0000197007,2671386,Fabaceae,Bauhinia,brachycarpa,cavaleriei,Bauhinia brachycarpa var. cavaleriei,(H.Lév.) T.C.Chen,Variety,Synonym,2671385.0,,2671436.0,Fl. Reipubl. Popularis Sin. 39: 162 (1988),,,ipni:955109-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:955109-1,,wfo-0000196998,7370,,,,,,Cercidoideae
wfo-0001049541,2671599,Fabaceae,Bauhinia,forficata,pruinosa,Bauhinia forficata var. pruinosa,(Vogel) Hassl.,Variety,Synonym,2671600.0,,2671981.0,Repert. Spec. Nov. Regni Veg. 16: 157 (1919),,,ipni:30055-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30055-2,,wfo-0000186784,7449,,,,,,Cercidoideae
wfo-0001056175,2671471,Fabaceae,Bauhinia,concinna,,Bauhinia concinna,Drake,Species,Accepted,2671471.0,2671275.0,,Bull. Mus. Hist. Nat. (Paris) 9: 41 (1903),,Madagascar,ipni:481218-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481218-1,wfo-4000004242,,7522,,,,,,Cercidoideae
wfo-0000199514,2671962,Fabaceae,Bauhinia,polysperma,,Bauhinia polysperma,Pierre ex Gagnep.,Species,Synonym,3014591.0,,,Notul. Syst. (Paris) 2: 177 (1912),,,ipni:481582-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481582-1,,wfo-0001421741,7641,,,,,,Cercidoideae
wfo-0000205842,3231598,Fabaceae,Bauhinia,purpurea,corneri,Bauhinia purpurea var. corneri,de Wit,Variety,Synonym,2671991.0,,,Reinwardtia 3: 409 (1956),,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3231598-4,,wfo-0000213155,7649,,,,,,Cercidoideae
wfo-0000163976,2672158,Fabaceae,Bauhinia,tumupasensis,,Bauhinia tumupasensis,Rusby,Species,Synonym,2671476.0,,,Bull. New York Bot. Gard. 8: 93 (1912),,,ipni:30194-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30194-2,,wfo-0000163917,7769,,,,,,Cercidoideae
wfo-0000176265,2671791,Fabaceae,Bauhinia,longiflora,,Bauhinia longiflora,Rose,Species,Illegitimate,2671922.0,,,Contr. U.S. Natl. Herb. 10: 97 (1906),", nom. illeg.",,ipni:30104-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30104-2,,wfo-0000173927,7793,,,,,,Cercidoideae
wfo-0001252267,2671350,Fabaceae,Bauhinia,bartlettii,,Bauhinia bartlettii,B.L.Turner,Species,Accepted,2671350.0,2671275.0,,Phytologia 76: 334 (1994),,Mexico (Tamaulipas),ipni:306127-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:306127-2,wfo-4000004242,,7850,,,,,,Cercidoideae
wfo-0000163962,2672031,Fabaceae,Bauhinia,rubeleruziana,,Bauhinia rubeleruziana,Donn.Sm.,Species,Accepted,2672031.0,2671275.0,,Bot. Gaz. 13: 27 (1888),,"Mexico (Veracruz, Chiapas) to Guatemala",ipni:30158-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30158-2,wfo-4000004242,,7936,,,,,,Cercidoideae
wfo-0000203486,2672026,Fabaceae,Bauhinia,rosea,,Bauhinia rosea,Kurz,Species,Illegitimate,2671991.0,,,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 42: 72 (1873)",", nom. illeg.",,ipni:481632-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481632-1,,wfo-0000213155,7956,,,,,,Cercidoideae
wfo-0000163944,2671774,Fabaceae,Bauhinia,leptantha,,Bauhinia leptantha,Malme,Species,Accepted,2671774.0,2671275.0,,Ark. Bot. 5(5): 11 (1905),,Brazil (Mato Grosso do Sul),ipni:30101-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30101-2,wfo-4000004242,,8048,,,,,,Cercidoideae
wfo-0000173930,2671938,Fabaceae,Bauhinia,petiolata,,Bauhinia petiolata,(Mutis ex DC.) Triana ex Hook.,Species,Accepted,2671938.0,2671275.0,2633224.0,Bot. Mag. 103: t. 6277 (1877),,Costa Rica to Venezuela,ipni:60444122-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60444122-2,wfo-4000004242,,8092,,,,,,Cercidoideae
wfo-4000024764,2373989,Fabaceae,Monoteles,,,Monoteles,Raf.,Genus,Synonym,2671275.0,,,Sylva Tellur.: 122 (1838),,,ipni:22968-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:22968-1,,wfo-4000004242,8172,,,,,,Cercidoideae
wfo-0000195847,2671964,Fabaceae,Bauhinia,porosa,,Bauhinia porosa,Boivin ex Baill.,Species,Synonym,2671869.0,,,Bull. Mens. Soc. Linn. Paris 1: 373 (1883),,,ipni:481584-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481584-1,,wfo-0000213034,8267,,,,,,Cercidoideae
wfo-0000163903,2671346,Fabaceae,Bauhinia,baina,,Bauhinia baina,J.F.Macbr.,Species,Synonym,2672135.0,,,"Publ. Field Mus. Nat. Hist., Bot. Ser. 13(3): 211 (1943)",,,ipni:29999-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:29999-2,,wfo-0000175454,8307,,,,,,Cercidoideae
wfo-0000469311,2537935,Fabaceae,Phanera,parvifolia,,Phanera parvifolia,Teijsm. & Binn.,Species,Invalid,3014702.0,,,Cat. Hort. Bot. Bogor.: 268 (1866),", nom. nud.",,ipni:513562-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:513562-1,,wfo-0001421748,8327,,,,,,Cercidoideae
wfo-0000163969,2672077,Fabaceae,Bauhinia,seminarioi,,Bauhinia seminarioi,Harms ex Eggers,Species,Accepted,2672077.0,2671275.0,,Bot. Centralbl. 73: 69 (1898),,W. Ecuador,ipni:30171-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30171-2,wfo-4000004242,,8407,,,,,,Cercidoideae
wfo-1000038905,2671533,Fabaceae,Bauhinia,divaricata,,Bauhinia divaricata,Steud.,Species,Invalid,3242749.0,,,"Nomencl. Bot., ed. 2, 1: 191 (1840)",", not validly publ.",,ipni:481265-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481265-1,,wfo-0000179899,8503,,,,,,Cercidoideae
wfo-0000469483,2538490,Fabaceae,Pauletia,ferruginea,,Pauletia ferruginea,Bong.,Species,Synonym,2671400.0,,,"Mém. Acad. Imp. Sci. Saint-Pétersbourg, Sér. 6, Sci. Math., Seconde Pt. Sci. Nat. 4(2, Bot.): 119 (1838)",,,ipni:512805-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:512805-1,,wfo-0000173891,8579,,,,,,Cercidoideae
wfo-0000166230,2671669,Fabaceae,Bauhinia,hassleriana,marginata,Bauhinia hassleriana var. marginata,Chodat & Hassl.,Variety,Synonym,2671658.0,,,"Bull. Herb. Boissier, sér. 2, 4: 690 (1904)",,,ipni:30075-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30075-2,,wfo-0000163933,8582,,,,,,Cercidoideae
wfo-0000179900,2671866,Fabaceae,Bauhinia,mollis,notophila,Bauhinia mollis var. notophila,(Griseb.) Fortunato,Variety,Accepted,2671866.0,2671863.0,2671884.0,Parodiana 3: 48 (1984),,S. Bolivia to NW. Argentina,ipni:273146-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:273146-2,wfo-0000173920,,8584,,,,,,Cercidoideae
wfo-0000469463,2538437,Fabaceae,Perlebia,mendoncae,,Perlebia mendoncae,(Torre & Hillc.) A.Schmitz,Species,Synonym,2671845.0,,2671845.0,Bull. Jard. Bot. Natl. Belg. 43: 384 (1973),,,ipni:513085-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:513085-1,,wfo-0000213003,8722,,,,,,Cercidoideae
wfo-0000213299,2672170,Fabaceae,Bauhinia,urbaniana,,Bauhinia urbaniana,Schinz,Species,Accepted,2672170.0,2671275.0,,Verh. Bot. Vereins Prov. Brandenburg 30: 169 (1888),,Zambia to Namibia,ipni:481749-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481749-1,wfo-4000004242,,8733,,,,,,Cercidoideae
wfo-0000174036,2711433,Fabaceae,Cercis,occidentalis,,Cercis occidentalis,Torr. ex A.Gray,Species,Accepted,2711433.0,2711402.0,,Boston J. Nat. Hist. 6: 177 (1850),,SW. Oregon to California,ipni:52663-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:52663-2,wfo-4000007401,,8888,,,,,,Cercidoideae
wfo-0001049532,2671418,Fabaceae,Bauhinia,candelabriformis,,Bauhinia candelabriformis,R.S.Cowan,Species,Accepted,2671418.0,2671275.0,,Los Angeles County Mus. Contr. Sci. 13: 4 (1957),,Brazil (Goiás),ipni:30010-2,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30010-2,wfo-4000004242,,8895,,,,,,Cercidoideae
wfo-0001050791,2491903,Fabaceae,Siliquastrum,occidentale,,Siliquastrum occidentale,(Torr. ex A.Gray) Greene,Species,Synonym,2711433.0,,2711433.0,Man. Bot. San Francisco: 84 (1894),,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2491903-4,,wfo-0000174036,8969,,,,,,Cercidoideae
wfo-0001056176,2671785,Fabaceae,Bauhinia,loeseneriana,,Bauhinia loeseneriana,Harms,Species,Synonym,2671868.0,,,Bot. Jahrb. Syst. 33: 158 (1904),,,ipni:481452-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:481452-1,,wfo-0000213014,8988,,,,,,Cercidoideae
wfo-0000498359,2591033,Fabaceae,Siliquastrum,canadense,,Siliquastrum canadense,(L.) Medik.,Species,Synonym,2711403.0,,2711403.0,Vorles. Churpfälz. Phys.-Ökon. Ges. 2: 339 (1787),,,ipni:518581-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:518581-1,,wfo-0000174035,9168,,,,,,Cercidoideae
